FID,roof,road,watr,conc,Veg,dry,irr,H,W
1176,0.521538462,0,0,0.035384615,0.349230769,0.093846154,0,5.215384615,14.35384615
1177,0.673846154,0,0,0.04,0.195384615,0.090769231,0,6.738461538,9.784615385
1178,0.264615385,0,0,0.307692308,0.215384615,0.212307692,0,2.646153846,22.06153846
1179,0,0,0,0.864615385,0.083076923,0.052307692,0,0,30
1180,0,0,0,0.263313609,0.622781065,0.109467456,0.00443787,0,30
1181,0,0,0,0.012307692,0.546153846,0.432307692,0.009230769,0,30
1182,0,0,0,0.029230769,0.369230769,0.593846154,0.007692308,0,30
1183,0.443076923,0,0,0.235384615,0.264615385,0.055384615,0.001538462,2.038153846,16.70769231
1184,0.683431953,0,0,0,0.304733728,0.01035503,0.00147929,3.143786982,9.49704142
1185,0.744615385,0,0,0.001538462,0.224615385,0.029230769,0,3.425230769,7.661538462
1186,0.538461538,0,0,0.064615385,0.343076923,0.053846154,0,2.476923077,13.84615385
1187,0.535384615,0,0,0.101538462,0.321538462,0.016923077,0.024615385,3.526153846,13.93846154
1188,0.316923077,0,0,0.106153846,0.270769231,0.306153846,0,3.169230769,20.49230769
1189,0,0,0,0.318047337,0.378698225,0.301775148,0.00147929,0,30
1190,0.092307692,0,0,0.38,0.355384615,0.166153846,0.006153846,0.823384615,27.23076923
1191,0.358461538,0,0,0.264615385,0.270769231,0.106153846,0,2.355076923,19.24615385
1192,0.332307692,0,0,0.316923077,0.247692308,0.1,0.003076923,1.528615385,20.03076923
1193,0.486153846,0,0,0.015384615,0.38,0.103076923,0.015384615,2.236307692,15.41538462
1194,0.392011834,0,0,0,0.289940828,0.316568047,0.00147929,1.803254438,18.23964497
1195,0.556923077,0,0,0.007692308,0.347692308,0.084615385,0.003076923,2.561846154,13.29230769
1196,0.504615385,0,0,0.010769231,0.353846154,0.118461538,0.012307692,2.321230769,14.86153846
1197,0.484615385,0,0,0,0.212307692,0.296923077,0.006153846,2.229230769,15.46153846
1198,0.449230769,0,0,0.103076923,0.313846154,0.133846154,0,2.066461538,16.52307692
1199,0.449704142,0,0,0.270710059,0.162721893,0.110946746,0.00591716,2.068639053,16.50887574
1200,0.436923077,0,0,0.015384615,0.375384615,0.164615385,0.007692308,2.009846154,16.89230769
1201,0.684615385,0,0,0.04,0.187692308,0.086153846,0.001538462,3.149230769,9.461538462
1202,0,0,0,0.255384615,0.573846154,0.149230769,0.021538462,0,30
1203,0,0,0.00147929,0.00443787,0.693786982,0.282544379,0.017751479,0,30
1204,0.161538462,0,0.001538462,0.023076923,0.643076923,0.169230769,0.001538462,0.743076923,25.15384615
1205,0.606153846,0,0,0.043076923,0.316923077,0.032307692,0.001538462,2.838153846,11.81538462
1206,0.381538462,0,0,0.007692308,0.607692308,0.003076923,0,1.755076923,18.55384615
1207,0.146153846,0,0,0.355384615,0.452307692,0.046153846,0,0.672307692,25.61538462
1208,0.144970414,0,0,0.313609467,0.48816568,0.053254438,0,0.666863905,25.65088757
1209,0.410769231,0,0,0.3,0.276923077,0.012307692,0,1.889538462,17.67692308
1210,0.678461538,0,0,0.052307692,0.269230769,0,0,3.120923077,9.646153846
1211,0.36,0,0,0.021538462,0.618461538,0,0,1.656,19.2
1212,0.0112,0,0.0016,0.0736,0.3984,0.5152,0,0.112,29.664
1213,0.0208,0,0.0032,0.1376,0.3552,0.4832,0,0.208,29.376
1214,0.009230769,0,0,0.630769231,0.273846154,0.086153846,0,0.092307692,29.72307692
1215,0.1456,0,0,0.584,0.1248,0.1456,0,1.456,25.632
1216,0.0048,0,0.0032,0.1216,0.2512,0.6192,0,0.048,29.856
1217,0,0,0,0.6064,0.072,0.3216,0,0,30
1218,0,0,0.1312,0.248,0.2912,0.3296,0,0,30
1219,0,0,0.490769231,0,0.087692308,0.421538462,0,0,30
1220,0.7168,0,0.0096,0.1024,0.0944,0.0768,0,7.168,8.496
1221,0.7856,0,0,0.0768,0.064,0.0736,0,7.856,6.432
1222,0.0592,0,0,0.5072,0.3184,0.1152,0,0.592,28.224
1223,0,0,0.007692308,0.041538462,0.581538462,0.369230769,0,0,30
1224,0,0,0,0.2464,0.3008,0.4528,0,0,30
1225,0.0016,0,0,0.5024,0.184,0.312,0,0.016,29.952
1226,0.1552,0,0,0.4864,0.168,0.1904,0,1.552,25.344
1227,0.8528,0,0,0.0528,0.0368,0.0576,0,8.528,4.416
1228,0.086153846,0,0,0.181538462,0.216923077,0.515384615,0,0.861538462,27.41538462
1229,0.0032,0,0,0.1456,0.5296,0.3216,0,0.032,29.904
1230,0.3616,0,0,0.2384,0.2192,0.1808,0,3.616,19.152
1231,0.6128,0,0,0.296,0.0352,0.056,0,6.128,11.616
1232,0.5664,0,0,0.2496,0.0512,0.1328,0,5.664,13.008
1233,0.012307692,0,0.004615385,0.587692308,0.021538462,0.373846154,0,0.123076923,29.63076923
1234,0.056,0,0,0.1152,0.344,0.4848,0,0.56,28.32
1235,0.2224,0,0,0.712,0.0304,0.0352,0,2.224,23.328
1236,0.1792,0,0,0.7456,0.024,0.0512,0,1.792,24.624
1237,0.0256,0,0,0.8864,0.0224,0.0656,0,0.256,29.232
1238,0.009230769,0,0,0.956923077,0.033846154,0,0,0.092307692,29.72307692
1239,0.0816,0,0,0.904,0.0096,0.0048,0,0.816,27.552
1240,0.264,0,0,0.7312,0.0016,0.0032,0,2.64,22.08
1241,0.5152,0,0,0.1472,0.0768,0.2608,0,5.152,14.544
1242,0.190769231,0,0,0.261538462,0.092307692,0.455384615,0,1.907692308,24.27692308
1243,0,0,0,0.0272,0.0448,0.928,0,0,30
1244,0,0,0,0,0.0016,0.9984,0,0,30
1245,0.0064,0,0,0.0096,0.0208,0.9632,0,0.064,29.808
1246,0.5664,0,0,0.1152,0.0656,0.2528,0,5.664,13.008
1247,0.243076923,0,0,0.521538462,0.092307692,0.143076923,0,2.430769231,22.70769231
1248,0.3776,0,0,0.4352,0.072,0.1152,0,3.776,18.672
1249,0.8544,0,0,0.1072,0.032,0.0064,0,8.544,4.368
1250,0.76,0,0,0.0384,0.0944,0.1072,0,7.6,7.2
1251,0.0256,0,0,0.2112,0.352,0.4112,0,0.13504,29.232
1252,0.473846154,0,0,0.192307692,0.167692308,0.156923077,0.009230769,2.179692308,15.78461538
1253,0.3648,0,0,0.2848,0.312,0.0384,0,1.67808,19.056
1254,0.5312,0,0,0.1696,0.2576,0.0416,0,2.44352,14.064
1255,0.4864,0,0,0.04,0.3584,0.1104,0.0048,2.23744,15.408
1256,0.4528,0,0,0.0016,0.3216,0.2192,0.0048,2.08288,16.416
1257,0.469230769,0,0,0.02,0.267692308,0.213846154,0.029230769,2.158461538,15.92307692
1258,0.3168,0,0,0.3152,0.16,0.208,0,1.45728,20.496
1259,0.2368,0,0,0.3328,0.2416,0.1872,0.0016,1.08928,22.896
1260,0.5824,0,0,0.0256,0.3024,0.0896,0,2.67904,12.528
1261,0.06,0,0,0.355384615,0.313846154,0.269230769,0.001538462,0.276,28.2
1262,0.2,0,0,0.2832,0.3504,0.1664,0,0.92,24
1263,0.64,0,0,0.0656,0.152,0.1424,0,2.944,10.8
1264,0.1632,0,0,0.112,0.4672,0.2576,0,0.75072,25.104
1265,0.1904,0,0,0.0896,0.0736,0.6448,0.0016,1.88672,24.288
1266,0.012307692,0,0,0.353846154,0.446153846,0.176923077,0.010769231,0.123076923,29.63076923
1267,0.4112,0,0,0.1664,0.1344,0.2864,0.0016,4.112,17.664
1268,0.4832,0,0,0.1424,0.2544,0.12,0,4.832,15.504
1269,0.064,0,0,0.0592,0.2048,0.672,0,0.64,28.08
1270,0,0,0,0,0.0016,0.9984,0,0,30
1271,0,0,0,0.046153846,0.495384615,0.435384615,0.023076923,0,30
1272,0,0,0.0032,0.0176,0.696,0.1824,0.1008,0,30
1273,0,0,0,0.0336,0.5712,0.3344,0.0608,0,30
1274,0.0016,0,0.0016,0,0.3184,0.6784,0,0.016,29.952
1275,0.0016,0,0,0.0928,0.4096,0.4464,0.0496,0.016,29.952
1276,0.4,0,0,0.229230769,0.26,0.110769231,0,4,18
1277,0.7872,0,0,0.0352,0.1584,0.0192,0,7.872,6.384
1278,0.0912,0,0,0.0656,0.5888,0.2144,0.04,0.912,27.264
1279,0.0096,0,0,0.0336,0.4272,0.4768,0.0528,0.096,29.712
1280,0,0,0,0.4672,0.4352,0.0976,0,0,30
1281,0,0,0,0.492307692,0.490769231,0.016923077,0,0,30
1282,0,0,0,0.1552,0.7792,0.0624,0.0032,0,30
1283,0,0,0,0.056,0.5056,0.4288,0.0096,0,30
1284,0.1744,0,0,0.5248,0.2544,0.0416,0.0048,0.80224,24.768
1285,0.229230769,0,0,0.358461538,0.309230769,0.1,0.003076923,1.054461538,23.12307692
1286,0.1488,0,0,0.3344,0.3696,0.1472,0,0.68448,25.536
1287,0.1424,0,0,0.4864,0.1664,0.2048,0,0.65504,25.728
1288,0.1104,0,0,0.3216,0.448,0.1104,0.0096,0.69792,26.688
1289,0.0544,0,0,0.3168,0.2976,0.3296,0.0016,0.5008,28.368
1290,0.029230769,0,0,0.206153846,0.578461538,0.152307692,0.033846154,0.292307692,29.12307692
1291,0.1136,0,0,0.3456,0.2656,0.2544,0.0208,0.98912,26.592
1292,0.3168,0,0,0.3856,0.2144,0.0832,0,1.45728,20.496
1293,0.168,0,0,0.5024,0.2112,0.1184,0,0.7728,24.96
1294,0.2672,0,0,0.3072,0.2672,0.1584,0,1.22912,21.984
1295,0.403076923,0,0,0.212307692,0.273846154,0.109230769,0.001538462,1.854153846,17.90769231
1296,0.4784,0,0,0.2448,0.2064,0.0704,0,2.20064,15.648
1297,0.4352,0,0,0.288,0.1856,0.0864,0.0048,2.00192,16.944
1298,0.512,0,0,0.2128,0.1584,0.1168,0,2.3552,14.64
1299,0.32,0,0,0.2,0.344,0.136,0,1.472,20.4
1300,0.527692308,0,0,0.087692308,0.26,0.121538462,0.003076923,2.427384615,14.16923077
1301,0.4176,0,0,0.2048,0.3216,0.0528,0.0032,1.92096,17.472
1302,0.4784,0,0,0.0896,0.3408,0.0896,0.0016,2.20064,15.648
1303,0,0,0,0.1488,0.6448,0.1056,0.1008,0,30
1304,0.358461538,0,0.004615385,0.029230769,0.552307692,0.029230769,0.026153846,1.698769231,19.24615385
1305,0.4256,0,0,0.176,0.3632,0.0352,0,1.9664,17.232
1306,0.1696,0,0,0.3696,0.3616,0.0992,0,0.78016,24.912
1307,0.5904,0,0,0.0016,0.3664,0.0368,0.0048,2.71584,12.288
1308,0.5696,0,0,0.0208,0.3424,0.0672,0,2.62016,12.912
1309,0.076923077,0,0,0.489230769,0.292307692,0.141538462,0,0.353846154,27.69230769
1310,0.584,0,0,0.0096,0.3936,0.0128,0,2.6864,12.48
1311,0.3648,0,0,0.0112,0.624,0,0,1.67808,19.056
1312,0.544,0,0,0.0752,0.3616,0.0176,0.0016,2.5024,13.68
1313,0.0016,0,0,0.3584,0.3504,0.2896,0,0.016,29.952
1314,0.0064,0,0,0.0752,0.368,0.5504,0,0.064,29.808
1315,0.027692308,0,0.001538462,0.283076923,0.235384615,0.452307692,0,0.276923077,29.16923077
1316,0.1968,0,0.008,0.1952,0.2464,0.3536,0,1.968,24.096
1317,0,0,0.0032,0.1472,0.3696,0.48,0,0,30
1318,0,0,0,0.6832,0.072,0.2448,0,0,30
1319,0,0,0.0768,0.2736,0.3376,0.312,0,0,30
1320,0,0,0.363076923,0,0.055384615,0.581538462,0,0,30
1321,0.2432,0,0.0608,0.2544,0.176,0.2656,0,2.432,22.704
1322,0.1312,0,0.008,0.072,0.0384,0.7504,0,1.312,26.064
1323,0,0,0,0.5808,0.1024,0.3168,0,0,30
1324,0,0,0,0.470769231,0.255384615,0.273846154,0,0,30
1325,0.0048,0,0,0.1648,0.0848,0.7456,0,0.048,29.856
1326,0,0,0,0.0592,0.0864,0.8544,0,0,30
1327,0.344,0,0,0.312,0.256,0.088,0,3.44,19.68
1328,0.76,0,0,0.0896,0.072,0.0784,0,7.6,7.2
1329,0.633846154,0,0,0.009230769,0.007692308,0.349230769,0,6.338461538,10.98461538
1330,0.0112,0,0,0.1392,0.152,0.6976,0,0.112,29.664
1331,0.0624,0,0,0.0944,0.68,0.1632,0,0.624,28.128
1332,0.6048,0,0,0.1408,0.0784,0.176,0,6.048,11.856
1333,0.76,0,0,0.1264,0.0352,0.0784,0,7.6,7.2
1334,0.103076923,0,0,0.415384615,0.207692308,0.273846154,0,1.030769231,26.90769231
1335,0,0,0,0.4544,0.1952,0.3504,0,0,30
1336,0.0032,0,0,0.5216,0.2784,0.1968,0,0.032,29.904
1337,0.0048,0,0,0.9728,0.016,0.0064,0,0.048,29.856
1338,0.1904,0,0,0.6064,0.0928,0.1104,0,1.904,24.288
1339,0.121538462,0,0,0.849230769,0.02,0.009230769,0,1.215384615,26.35384615
1340,0.4656,0,0,0.4896,0.0048,0.04,0,4.656,16.032
1341,0.3184,0,0,0.1264,0.008,0.5472,0,3.184,20.448
1342,0.2448,0,0,0.0272,0.016,0.712,0,2.448,22.656
1343,0.738461538,0,0,0.052307692,0.013846154,0.195384615,0,7.384615385,7.846153846
1344,0.1712,0,0,0.1904,0.0304,0.608,0,1.712,24.864
1345,0.008,0,0,0.1008,0,0.8912,0,0.08,29.76
1346,0.0096,0,0,0.2544,0.008,0.728,0,0.096,29.712
1347,0.6544,0,0,0.0896,0.0544,0.2016,0,6.544,10.368
1348,0.86,0,0,0.058461538,0.036923077,0.044615385,0,8.6,4.2
1349,0.0832,0,0,0.5408,0.0576,0.3184,0,0.832,27.504
1350,0.2192,0,0,0.3168,0.0656,0.3984,0,2.192,23.424
1351,0.1264,0,0,0.0512,0.032,0.7712,0.0192,1.264,26.208
1352,0.2416,0,0,0.024,0.2736,0.3584,0.1024,2.416,22.752
1353,0,0,0,0.421538462,0.410769231,0.164615385,0.003076923,0,30
1354,0.504,0,0,0.0608,0.2816,0.1536,0,2.3184,14.88
1355,0.4896,0,0,0.1328,0.2016,0.176,0,2.25216,15.312
1356,0.3312,0,0,0.2384,0.2416,0.1888,0,1.52352,20.064
1357,0.2832,0,0,0.3408,0.1968,0.1792,0,1.30272,21.504
1358,0.381538462,0,0,0.189230769,0.293846154,0.135384615,0,1.755076923,18.55384615
1359,0.4512,0,0,0.008,0.2464,0.2944,0,2.07552,16.464
1360,0.0608,0,0,0.4032,0.2944,0.2384,0.0032,0.27968,28.176
1361,0.0224,0,0,0.4784,0.192,0.3056,0.0016,0.15488,29.328
1362,0.563076923,0,0,0.087692308,0.232307692,0.113846154,0.003076923,5.630769231,13.10769231
1363,0.4656,0,0,0.008,0.2256,0.3008,0,3.144,16.032
1364,0.2624,0,0,0.3936,0.1664,0.1776,0,1.20704,22.128
1365,0.224,0,0,0.0704,0.44,0.2624,0.0032,1.04768,23.28
1366,0.2256,0,0,0.0768,0.3184,0.3712,0.008,2.256,23.232
1367,0.243076923,0,0,0.203076923,0.156923077,0.386153846,0.010769231,2.430769231,22.70769231
1368,0.1408,0,0,0.3888,0.4112,0.0528,0.0064,1.408,25.776
1369,0.4176,0,0,0.4624,0.1008,0.0176,0.0016,4.176,17.472
1370,0.32,0,0,0.1696,0.072,0.4384,0,3.2,20.4
1371,0,0,0,0,0.0064,0.9936,0,0,30
1372,0,0,0.003076923,0.013846154,0.593846154,0.284615385,0.104615385,0,30
1373,0,0,0,0.0256,0.3424,0.6208,0.0112,0,30
1374,0,0,0.0016,0.0096,0.6992,0.2576,0.032,0,30
1375,0,0,0,0.0016,0.2592,0.736,0.0032,0,30
1376,0,0,0.0016,0.0064,0.4144,0.5104,0.0672,0,30
1377,0.056923077,0,0,0.149230769,0.595384615,0.178461538,0.02,0.569230769,28.29230769
1378,0.0736,0,0.0032,0.064,0.8528,0.0032,0.0032,0.736,27.792
1379,0,0,0.0016,0.0016,0.608,0.3776,0.0112,0,30
1380,0,0,0,0,0.0432,0.9568,0,0,30
1381,0,0,0,0.0304,0.5344,0.4272,0.008,0,30
1382,0,0,0,0.670769231,0.296923077,0.029230769,0.003076923,0,30
1383,0.0032,0,0,0.3936,0.5072,0.0928,0.0032,0.032,29.904
1384,0.0016,0,0,0.0592,0.7152,0.2224,0.0016,0.016,29.952
1385,0.232,0,0,0.296,0.376,0.096,0,1.0672,23.04
1386,0.704615385,0,0,0.003076923,0.230769231,0.061538462,0,3.241230769,8.861538462
1387,0.7072,0,0,0.0048,0.2176,0.0704,0,3.25312,8.784
1388,0.3536,0,0,0.3632,0.184,0.0992,0,1.62656,19.392
1389,0.6528,0,0,0,0.32,0.0256,0.0016,3.00288,10.416
1390,0.6848,0,0,0.0144,0.2688,0.032,0,3.15008,9.456
1391,0.101538462,0,0,0.458461538,0.364615385,0.069230769,0.006153846,0.6,26.95384615
1392,0.0544,0,0,0.4592,0.3408,0.1424,0.0032,0.31936,28.368
1393,0.7184,0,0,0.0608,0.1744,0.0448,0.0016,3.30464,8.448
1394,0.5488,0,0,0.0208,0.3104,0.1184,0.0016,2.52448,13.536
1395,0.5696,0,0,0.0352,0.2624,0.1296,0.0032,2.62016,12.912
1396,0.641538462,0,0,0.061538462,0.232307692,0.064615385,0,2.951076923,10.75384615
1397,0.6,0,0,0.0592,0.1696,0.168,0.0032,2.76,12
1398,0.1952,0,0,0.4384,0.2736,0.0912,0.0016,0.89792,24.144
1399,0.5952,0,0,0.1712,0.1024,0.1296,0.0016,2.73792,12.144
1400,0.3264,0,0,0.3488,0.1904,0.1264,0.008,1.50144,20.208
1401,0.266153846,0,0,0.283076923,0.238461538,0.209230769,0.003076923,1.224307692,22.01538462
1402,0.3712,0,0,0.2272,0.3184,0.0768,0.0064,1.70752,18.864
1403,0.3984,0,0.0016,0.2576,0.2608,0.0816,0,1.83264,18.048
1404,0,0,0.0048,0.0528,0.7296,0.0608,0.152,0,30
1405,0.150769231,0,0,0.376923077,0.264615385,0.164615385,0.043076923,0.693538462,25.47692308
1406,0.288,0,0,0.3056,0.3072,0.0992,0,1.3248,21.36
1407,0.176,0,0,0.48,0.1776,0.1664,0,0.8096,24.72
1408,0.5376,0,0,0.0032,0.344,0.1056,0.0096,2.47296,13.872
1409,0.5408,0,0,0,0.4064,0.048,0.0048,2.48768,13.776
1410,0.378461538,0,0,0.152307692,0.392307692,0.058461538,0.018461538,1.740923077,18.64615385
1411,0.2144,0,0,0.2912,0.3504,0.1216,0.0224,0.98624,23.568
1412,0.6848,0,0,0.0032,0.264,0.048,0,3.15008,9.456
1413,0.32,0,0,0.1936,0.3168,0.1696,0,1.472,20.4
1414,0,0,0,0.4976,0.424,0.0784,0,0,30
1415,0,0,0.0032,0.32,0.3664,0.3104,0,0,30
1416,0.129230769,0,0,0.233846154,0.243076923,0.393846154,0,1.292307692,26.12307692
1417,0.0752,0,0,0.1648,0.3664,0.3936,0,0.752,27.744
1418,0.0016,0,0.0032,0.0272,0.4512,0.5168,0,0.016,29.952
1419,0,0,0,0.648,0.1024,0.2496,0,0,30
1420,0,0,0.0432,0.1968,0.2336,0.5264,0,0,30
1421,0,0,0.193846154,0,0.035384615,0.770769231,0,0,30
1422,0,0,0.0144,0,0.0208,0.9648,0,0,30
1423,0,0,0,0.0032,0,0.9968,0,0,30
1424,0,0,0,0.0608,0.2096,0.7296,0,0,30
1425,0,0,0,0.127692308,0.576923077,0.295384615,0,0,30
1426,0,0,0,0.0128,0.152,0.8352,0,0,30
1427,0.1408,0,0,0.1808,0.088,0.5904,0,1.408,25.776
1428,0.6848,0,0,0.1536,0.0688,0.0928,0,6.848,9.456
1429,0.8816,0,0,0.0448,0.032,0.0416,0,8.816,3.552
1430,0.573846154,0,0,0.146153846,0.026153846,0.253846154,0,5.738461538,12.78461538
1431,0.496,0,0,0.0656,0.032,0.4064,0,4.96,15.12
1432,0,0,0,0.056,0.4144,0.5296,0,0,30
1433,0.2032,0,0,0.2176,0.3248,0.2544,0,2.032,23.904
1434,0.2464,0,0,0.272,0.3888,0.0928,0,2.464,22.608
1435,0.361538462,0,0,0.275384615,0.173846154,0.189230769,0,3.615384615,19.15384615
1436,0.0656,0,0,0.6704,0.1664,0.0976,0,0.656,28.032
1437,0,0,0.0016,0.4096,0.2336,0.3552,0,0,30
1438,0.064,0,0,0.7088,0.0976,0.1296,0,0.64,28.08
1439,0.6816,0,0,0.3056,0,0.0128,0,6.816,9.552
1440,0.664615385,0,0,0.144615385,0.12,0.070769231,0,6.646153846,10.06153846
1441,0.2,0,0,0.0816,0.1536,0.5648,0,2,24
1442,0.3856,0,0,0.0448,0.0224,0.5472,0,3.856,18.432
1443,0.8624,0,0,0.0384,0.0128,0.0864,0,8.624,4.128
1444,0.398461538,0,0,0.075384615,0.009230769,0.516923077,0,3.984615385,18.04615385
1445,0.2064,0,0,0.336,0.04,0.4176,0,2.064,23.808
1446,0.0432,0,0,0.4224,0.0496,0.4848,0,0.432,28.704
1447,0.6144,0,0,0.0864,0.0816,0.2176,0,6.144,11.568
1448,0.9984,0,0,0,0.0016,0,0,9.984,0.048
1449,0.955384615,0,0,0.035384615,0,0.009230769,0,9.553846154,1.338461538
1450,0.624,0,0,0.1216,0.0352,0.216,0.0032,6.24,11.28
1451,0.0016,0,0,0.3696,0.2176,0.3872,0.024,0.016,29.952
1452,0.0224,0,0,0.2272,0.112,0.6016,0.0368,0.224,29.328
1453,0.552,0,0,0.1344,0.1232,0.1856,0.0048,5.52,13.44
1454,0.018461538,0,0,0.212307692,0.330769231,0.409230769,0.029230769,0.184615385,29.44615385
1455,0.4912,0,0,0.1792,0.2272,0.1024,0,2.25952,15.264
1456,0.5472,0,0,0.016,0.2624,0.1744,0,2.51712,13.584
1457,0.448,0,0,0.0128,0.4128,0.1232,0.0032,2.0608,16.56
1458,0.3536,0,0,0.3296,0.1856,0.1312,0,1.62656,19.392
1459,0.473846154,0,0,0.046153846,0.332307692,0.147692308,0,2.179692308,15.78461538
1460,0.088,0,0,0.2528,0.3184,0.3296,0.0112,0.4048,27.36
1461,0.128,0,0,0.5072,0.1856,0.1792,0,0.5888,26.16
1462,0.0416,0,0,0.5536,0.112,0.2928,0,0.26048,28.752
1463,0.395384615,0,0,0.096923077,0.078461538,0.429230769,0,3.953846154,18.13846154
1464,0.2416,0,0,0.3568,0.1184,0.2832,0,1.37056,22.752
1465,0.3024,0,0,0.4208,0.1008,0.176,0,1.39104,20.928
1466,0.6096,0,0,0.1024,0.2016,0.0768,0.0096,2.80416,11.712
1467,0.2896,0,0,0.064,0.3296,0.296,0.0208,1.99744,21.312
1468,0.027692308,0,0,0.150769231,0.390769231,0.412307692,0.018461538,0.276923077,29.16923077
1469,0.008,0,0,0.2304,0.1584,0.6032,0,0.08,29.76
1470,0.0656,0,0,0.576,0.1184,0.2384,0.0016,0.656,28.032
1471,0.056,0,0,0.032,0.0528,0.8592,0,0.56,28.32
1472,0,0,0,0,0.0752,0.9232,0.0016,0,30
1473,0,0,0.001538462,0.001538462,0.501538462,0.364615385,0.130769231,0,30
1474,0,0,0.0048,0.0144,0.8016,0.0832,0.096,0,30
1475,0,0,0,0.0144,0.3088,0.6608,0.016,0,30
1476,0,0,0,0.0112,0.4288,0.512,0.048,0,30
1477,0,0,0.0032,0.0096,0.8816,0.0608,0.0448,0,30
1478,0,0,0.003076923,0.001538462,0.978461538,0.009230769,0.007692308,0,30
1479,0.0048,0,0.008,0.0016,0.6416,0.2928,0.0512,0.048,29.856
1480,0,0,0,0.0032,0.4352,0.5568,0.0048,0,30
1481,0,0,0,0.0048,0.5104,0.4704,0.0144,0,30
1482,0,0,0,0,0.0384,0.9616,0,0,30
1483,0,0,0,0.2,0.478461538,0.312307692,0.009230769,0,30
1484,0,0,0,0.6832,0.3088,0.0048,0.0032,0,30
1485,0,0,0,0.3184,0.5776,0.1024,0.0016,0,30
1486,0.0016,0,0,0.3376,0.576,0.0832,0.0016,0.016,29.952
1487,0.655384615,0,0,0.190769231,0.093846154,0.06,0,3.014769231,10.33846154
1488,0.7328,0,0,0.008,0.192,0.0672,0,3.37088,8.016
1489,0.3472,0,0,0.2512,0.2144,0.1872,0,1.59712,19.584
1490,0.32,0,0,0.3088,0.2928,0.0752,0.0032,1.472,20.4
1491,0.3152,0,0,0.208,0.36,0.112,0.0048,1.44992,20.544
1492,0.253846154,0,0,0.107692308,0.386153846,0.249230769,0.003076923,1.167692308,22.38461538
1493,0.1776,0,0,0.3136,0.2944,0.2144,0,0.81696,24.672
1494,0.5568,0,0,0.0784,0.1728,0.192,0,2.56128,13.296
1495,0.3808,0,0,0.2144,0.2336,0.1712,0,1.75168,18.576
1496,0.5568,0,0,0.008,0.3408,0.0944,0,2.56128,13.296
1497,0.52,0,0,0.026153846,0.241538462,0.206153846,0.006153846,2.392,14.4
1498,0.4704,0,0,0.0144,0.2944,0.2208,0,2.16384,15.888
1499,0.2992,0,0,0.2752,0.2224,0.2032,0,1.37632,21.024
1500,0.5296,0,0,0.0048,0.3424,0.112,0.0112,2.43616,14.112
1501,0.2624,0,0,0.2352,0.296,0.2064,0,1.20704,22.128
1502,0.426153846,0,0,0.095384615,0.28,0.198461538,0,1.960307692,17.21538462
1503,0.6512,0,0,0.0032,0.2224,0.1024,0.0208,2.99552,10.464
1504,0.3184,0,0,0.072,0.424,0.1808,0.0048,1.46464,20.448
1505,0,0,0.0032,0.0016,0.736,0.056,0.2032,0,30
1506,0.406153846,0,0,0.290769231,0.246153846,0.052307692,0.004615385,1.868307692,17.81538462
1507,0.5472,0,0,0.008,0.3344,0.1072,0.0032,2.51712,13.584
1508,0.2688,0,0,0.4144,0.2672,0.0496,0,1.23648,21.936
1509,0.4,0,0,0.1952,0.3152,0.072,0.0176,1.84,18
1510,0.3872,0,0,0.1648,0.4352,0.0096,0.0032,1.78112,18.384
1511,0.410769231,0,0,0.164615385,0.347692308,0.056923077,0.02,1.889538462,17.67692308
1512,0.0368,0,0,0.3968,0.3136,0.248,0.0048,0.16928,28.896
1513,0.192,0,0,0.1248,0.4976,0.1584,0.0272,0.8832,24.24
1514,0.4896,0,0,0.0256,0.3616,0.12,0.0032,2.25216,15.312
1515,0,0,0,0.584,0.1648,0.2512,0,0,30
1516,0,0,0,0.424,0.4608,0.1152,0,0,30
1517,0.006153846,0,0,0.303076923,0.164615385,0.526153846,0,0.061538462,29.81538462
1518,0.0112,0,0,0.1072,0.2048,0.6768,0,0.112,29.664
1519,0,0,0,0.3216,0.2304,0.448,0,0,30
1520,0,0,0,0.8336,0.0352,0.1312,0,0,30
1521,0,0,0.0272,0.0672,0.4464,0.4592,0,0,30
1522,0,0,0.209230769,0.001538462,0.072307692,0.716923077,0,0,30
1523,0,0,0,0.0032,0.0032,0.9936,0,0,30
1524,0,0,0,0.0064,0,0.9936,0,0,30
1525,0,0,0,0.0608,0.2064,0.7328,0,0,30
1526,0.064615385,0,0,0.02,0.404615385,0.510769231,0,0.646153846,28.06153846
1527,0.088,0,0,0.0784,0.4096,0.424,0,0.88,27.36
1528,0.0112,0,0,0.0672,0.1696,0.752,0,0.112,29.664
1529,0.1856,0,0,0.064,0.2832,0.4672,0,1.856,24.432
1530,0.136,0,0,0.1264,0.2224,0.5152,0,1.36,25.92
1531,0.050769231,0,0,0.421538462,0.027692308,0.5,0,0.507692308,28.47692308
1532,0.0128,0,0,0.1152,0.1008,0.7712,0,0.128,29.616
1533,0.0272,0,0,0.0768,0.6624,0.2336,0,0.272,29.184
1534,0.072,0,0,0.1424,0.3216,0.464,0,0.72,27.84
1535,0.0032,0,0,0.0672,0.2464,0.6832,0,0.032,29.904
1536,0.676923077,0,0,0.047692308,0.106153846,0.169230769,0,6.769230769,9.692307692
1537,0.248,0,0,0.2736,0.3424,0.136,0,2.48,22.56
1538,0,0,0,0.7712,0.0816,0.1472,0,0,30
1539,0.0016,0,0,0.1808,0.2928,0.5248,0,0.016,29.952
